,Unnamed: 0,E_HOMO_PM6[eV],E_LUMO_PM6[eV],DipoleMoment [D],IsotropicAverageAlpha [A.U.],AverageBeta [A.U.], AverageGamma [A.U.],S1(CAS2-1+CIS) [eV],S2(CAS2-1+CIS) [eV],INDOS-OscStr(CAS2-1+CIS),CI-Coef**2(CAS2-1+CIS),T1(CAS2-1+CIS) [eV],T2(CAS2-1+CIS) [eV],nAcid,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nF,nX,nBase,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsM,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,nAtomLC,nAtomP,nAtomLAC,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nRotB,RotBFrac,nRotBt,RotBtFrac, DRC(PUHF)
22684,129736858,-8.698319999999999,-1.04681,3.762,96.23655,105.1889,12172.57561,3.1580828,3.9891384,0.129049,0.02556785,1.323016300000063,2.261283400000063,0.0,5.0,5.0,15.0,10.0,5.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,9.0,4.0,4.0,2.0,0.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,10.54213128434765,15.54406409322651,15.203921568627456,15.428000000000004,10.615547904191617,112.92485928143715,0.7028087522898434,1.036270939548434,1.0135947712418305,1.0285333333333335,0.7077031936127743,7.528323952095809,0.0,3.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.128959
22691,129737314,-8.72808,0.48499,1.44,103.63664,63.7106,5627.53985,2.5641049,4.7213905,0.017608000000000002,0.08797372,0.6934945000000425,1.3528461000000425,0.0,0.0,0.0,21.0,9.0,12.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,21.0,21.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,11.965765927132098,20.65768390386016,19.70196078431373,19.96,13.271566467065869,159.80944071856288,0.5697983774824811,0.9836992335171504,0.9381886087768444,0.9504761904761904,0.631979355574565,7.609973367550612,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.091323
22694,129737463,-9.55795,-0.77496,6.297999999999999,50.62709,74.4885,1609.67772,1.2957246,1.570021,0.0264,0.0,-0.005747100000007777,1.4541225999999925,0.0,0.0,0.0,9.0,6.0,3.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0,8.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.801431508243438,9.651857246904587,9.51372549019608,9.724,5.654119161676648,72.17741257485031,0.6446035009159375,1.0724285829893985,1.0570806100217869,1.0804444444444443,0.6282354624085162,8.019712508316701,3.0,3.0,2.0,4.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277073
22697,129737903,-9.84437,-2.17499,5.973,105.70683,37.9932,6999.17827,2.3982127,2.8269043,0.004463,0.0,2.0587662999998884,2.2579641999998885,0.0,9.0,10.0,15.0,10.0,5.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,17.0,13.0,7.0,2.0,4.0,0.0,0.0,10.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,10.827332179930796,15.213401310997813,14.854901960784314,15.028000000000004,11.135308383233529,111.51303293413177,0.7218221453287198,1.0142267540665209,0.9903267973856208,1.001866666666667,0.7423538922155687,7.434202195608784,0.0,1.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06654
22704,129738669,-8.58793,-0.99058,3.431,94.09422,394.0863,16559.83025,3.7260103,4.9294723,0.103824,0.02280208,1.5165998999998465,2.7874905999998463,0.0,0.0,0.0,12.0,8.0,4.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,12.0,9.0,9.0,5.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.599582739670263,12.101966496722506,11.835294117647061,11.976000000000004,8.914474251497008,90.43339640718565,0.716631894972522,1.0084972080602086,0.9862745098039216,0.9980000000000002,0.742872854291417,7.53611636726547,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064574
22720,129740187,-8.92145,-1.0179200000000002,2.245,98.87082,481.2957,10570.43538,3.1576877,4.203399299999999,0.094084,0.01925512,1.2416089000000738,2.550409100000074,0.0,5.0,5.0,16.0,9.0,7.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,14.0,11.0,4.0,3.0,1.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,10.412324445349077,15.933721777130373,15.423529411764708,15.616000000000005,11.112305988023946,121.60443173652695,0.6507702778343173,0.995857611070648,0.9639705882352942,0.9760000000000004,0.6945191242514969,7.600276983532934,2.0,1.0,1.0,2.0,1.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.071578
22721,129740202,-9.59474,1.58113,2.286,101.68624,34.1969,1398.26494,1.3300929,1.9317664,0.022631,0.29398666,-0.13937160000000404,2.150378999999996,0.0,0.0,0.0,22.0,9.0,13.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,24.0,24.0,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,12.279844290657447,21.43408594319009,20.407843137254904,20.668000000000006,13.849286826347301,168.50075389221558,0.5581747404844293,0.9742766337813678,0.9276292335115868,0.9394545454545454,0.629513037561241,7.6591251769188915,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.371446
22725,129740603,-9.30273,2.00708,1.844,103.83804,47.2038,2773.14311,0.6470331,2.3452475,0.00924,0.0,0.005842500000198925,1.323849600000199,0.0,0.0,0.0,23.0,10.0,13.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,25.0,25.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,12.994643395074297,22.764748725418787,21.756862745098047,22.068,14.329526347305384,176.6552748502994,0.5649844954380129,0.9897716837138604,0.9459505541346978,0.9594782608695652,0.6230228846654515,7.6806641239260625,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.500582
22728,129741238,-7.44741,1.50724,3.595,87.98876,241.4372,4469.184429999998,2.3689392,3.6591878,0.001155,0.0,1.760356799999954,2.050307199999954,0.0,0.0,0.0,18.0,8.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,19.0,18.0,18.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,10.225066151027887,17.765477057538234,17.011764705882356,17.256000000000004,11.310137724550895,139.29007784431138,0.5680592306126605,0.986970947641013,0.9450980392156864,0.9586666666666668,0.628340984697272,7.738337658017299,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.743012
22732,129741795,-10.0088,-0.10627,1.893,58.44068000000001,5.77,228.43081,3.4111434000000003,4.3122251,0.030551,0.11261797,0.6562653000000864,3.9801942000000863,0.0,0.0,0.0,11.0,5.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,11.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.383446977406884,10.826656955571739,10.368627450980394,10.508,7.054346107784427,84.5305137724551,0.5803133615824438,0.9842415414156126,0.9426024955436724,0.9552727272727274,0.6413041916167663,7.684592161132281,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,2.0,0.4,0.33423600000000003
22764,129746410,-8.68821,-0.6987300000000001,1.67,107.28056,428.5089,7141.217409999998,3.6448925,4.1401182,0.00821,0.02651684,1.3341115999999151,2.0339249999999147,0.0,5.0,5.0,16.0,9.0,7.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,13.0,10.0,3.0,4.0,2.0,0.0,7.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,10.654360879299821,15.77057538237436,15.231372549019609,15.388000000000005,11.453623353293409,119.64407245508984,0.6658975549562387,0.9856609613983977,0.9519607843137255,0.9617500000000004,0.7158514595808382,7.477754528443112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064389
22765,129746471,-9.06238,-0.5655899999999999,2.446,67.29075,112.0304,3275.7628600000007,0.6100306,2.6587171,0.007229999999999999,0.00818541,-0.05306569999993371,2.4703059000000662,0.0,0.0,0.0,11.0,7.0,4.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,12.0,11.0,11.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,7.513253816405456,11.436999271667881,11.149019607843142,11.320000000000006,7.5575880239520945,82.59363592814373,0.6830230742186778,1.0397272065152618,1.0135472370766492,1.0290909090909095,0.6870534567229177,7.5085123571039745,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927639
22775,129747437,-10.28019,-0.90339,3.627,68.25076,192.4232,1837.2104,2.3120972,2.7914794,4e-06,0.0,1.313326300000199,2.299849500000199,0.0,0.0,0.0,12.0,7.0,5.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,11.0,11.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.542131284347651,12.54406409322651,12.203921568627456,12.428000000000004,7.615547904191615,92.69677544910179,0.6285109403623043,1.0453386744355424,1.0169934640522875,1.035666666666667,0.6346289920159679,7.724731287425151,1.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.06661399999999999
22778,129748214,-9.54946,0.7309399999999999,2.037,77.80719,63.9419,2443.17594,2.3387437,4.2508055,1.8e-05,0.09233903,0.7645510999998351,2.3057354999998347,0.0,0.0,0.0,15.0,7.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,15.0,13.0,13.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8.88211031956035,14.88201019664967,14.250980392156867,14.440000000000007,9.674457485029937,113.75293053892216,0.5921406879706902,0.992134013109978,0.9500653594771244,0.9626666666666672,0.6449638323353292,7.583528702594812,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28999899999999995
22786,129749411,-8.82753,-0.31272,1.599,92.31164,162.7165,7678.4037,1.4876037,3.4169175000000003,0.000108,0.08799560000000001,0.4266807999999856,1.6036616999999855,0.0,0.0,0.0,12.0,7.0,5.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,12.0,9.0,9.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,8.299587828210871,11.95957756737072,11.517647058823533,11.604000000000005,9.391595808383233,89.33402694610778,0.6916323190175726,0.9966314639475601,0.9598039215686276,0.9670000000000002,0.7826329840319359,7.444502245508982,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46374
22800,129752398,-9.44733,-0.07337,2.774,76.12218,31.7192,2771.86258,1.5904448999999998,2.9176016,0.040535,0.11370915,0.15192799999999804,2.3068137999999982,0.0,0.0,0.0,14.0,7.0,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,14.0,14.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,8.654360879299821,13.77057538237436,13.231372549019609,13.388000000000005,9.45362335329341,106.15868323353294,0.6181686342357013,0.9836125273124544,0.9450980392156864,0.9562857142857146,0.6752588109495293,7.582763088109496,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562908
22805,129754380,-9.07966,0.78597,1.399,67.63753,69.6918,1057.7698300000004,3.2692812,5.1173522,0.017197,0.0881421,0.7813770000000204,4.02767500000002,0.0,0.0,0.0,13.0,6.0,7.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,7.6543608792998175,12.77057538237436,12.231372549019609,12.388000000000005,8.45362335329341,99.4159886227545,0.5887969907153707,0.9823519524903356,0.940874811463047,0.9529230769230772,0.6502787194841085,7.6473837402118825,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111831
22810,129754864,-8.526010000000001,-0.03572,2.7960000000000003,63.57345,170.0104,4154.74471,1.7818404,3.5413849,0.000641,0.02358198,0.8051817000000483,2.6749228000000485,0.0,0.0,0.0,12.0,6.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,11.0,11.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.1414105434561375,11.989803350327747,11.560784313725494,11.736000000000002,7.713028742514968,93.2335676646707,0.5951175452880116,0.9991502791939788,0.9633986928104578,0.9780000000000002,0.6427523952095807,7.769463972055888,2.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.236235
22817,129756324,-9.60381,-0.5946199999999999,1.495,78.77161,118.478,2994.8859,2.7821117,2.9054713,0.032045,0.08555401,0.6293942999998308,2.7528486999998307,0.0,0.0,0.0,14.0,8.0,6.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,8.0,14.0,12.0,12.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.856209647872992,14.320466132556446,13.909803921568631,14.136000000000005,9.193268263473053,108.13078323353294,0.6325864034194995,1.0228904380397459,0.9935574229691879,1.0097142857142858,0.6566620188195038,7.723627373823782,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10557
22820,129756552,-10.32131,-1.43977,4.148,53.81906,197.8638,545.33132,2.0355918,3.4058329,5e-06,0.0,1.0972408000000091,1.938303600000009,0.0,0.0,0.0,10.0,6.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,9.0,8.0,8.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.029180948503971,10.763292061179895,10.533333333333337,10.776000000000005,5.8749532934131725,79.77165988023954,0.6029180948503969,1.0763292061179897,1.0533333333333337,1.0776000000000003,0.5874953293413172,7.977165988023954,2.0,4.0,3.0,4.0,1.0,1.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,4.0,0.8,0.18602
22829,129758054,-8.92699,1.58211,4.185,109.84619,100.2184,3024.53705,1.6508741000000002,2.7530569,0.003681,0.0,1.3019162999999023,2.1777362999999026,0.0,0.0,0.0,23.0,10.0,13.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,25.0,25.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,12.994643395074297,22.764748725418787,21.756862745098047,22.068,14.329526347305384,176.65527485029946,0.5649844954380129,0.9897716837138604,0.9459505541346976,0.9594782608695652,0.6230228846654515,7.6806641239260625,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5166649999999999
22832,129758478,-9.88192,-2.15872,2.607,102.24905,49.8641,5615.03725,0.9970807,2.4754116,0.004944,0.0,-0.11259150000000773,1.2064304999999922,0.0,0.0,0.0,15.0,10.0,5.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,13.0,8.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,10.628460207612461,15.209031318281136,14.890196078431375,15.084000000000005,10.972434131736524,114.02192514970062,0.7085640138408306,1.0139354212187424,0.9926797385620918,1.0056000000000005,0.731495608782435,7.601461676646707,3.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.223676
22835,129759031,-9.11551,-1.29072,1.867,104.68979,145.8522,11725.18064,2.2637245,2.7100809,0.014075,0.23898302,-0.13646829999993315,2.479943700000067,0.0,5.0,5.0,16.0,10.0,6.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,14.0,11.0,5.0,3.0,1.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,10.657337675554654,16.316096139839765,15.945098039215686,16.192000000000004,11.030394011976046,124.12506467065869,0.6660836047221659,1.0197560087399853,0.9965686274509806,1.0120000000000002,0.6893996257485029,7.757816541916168,4.0,3.0,3.0,4.0,1.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5381670000000001
22850,129762552,-11.44932,-2.03808,1.903,45.38519,117.7689,2226.07163,2.6257009,2.8125184,0.03812,0.0,0.815617100000054,1.916654400000054,0.0,0.0,0.0,7.0,6.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,5.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974402808874416,8.09468317552804,8.137254901960787,8.363999999999999,4.3358041916167664,57.30367844311378,0.7106289726963452,1.15638331078972,1.1624649859943978,1.194857142857143,0.6194005988023952,8.186239777587684,2.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.319354
